(0.000211129, 0.29191)
(0.00055558, 0.144724)
(0.00115717, 0.892064)
(0.00200765, 0.193304)
(0.00305853, 0.189463)
(0.0033849, 0.540156)
(0.00353506, 0.558011)
(0.00436082, 0.491495)
(0.00457742, 0.301462)
(0.00458642, 0.46581)
(0.00469336, 0.684444)
(0.00476798, 0.668574)
(0.00496428, 0.479943)
(0.00518433, 0.35728)
(0.00572955, 0.299336)
(0.00622907, 0.271787)
(0.00642081, 0.118799)
(0.00690092, 0.236025)
(0.00690961, 0.558449)
(0.00720341, 0.296057)
(0.00732518, 0.496428)
(0.00762369, 0.818672)
(0.00768589, 0.560625)
(0.00777892, 0.209017)
(0.00787302, 0.951156)
(0.00800664, 0.223461)
(0.00807987, 0.28195)
(0.0081313, 0.813328)
(0.00840729, 0.138249)
(0.00842686, 0.0913301)
(0.00927112, 0.696686)
(0.00942588, 0.885334)
(0.00953457, 0.449131)
(0.00978729, 0.393621)
(0.00989342, 0.343524)
(0.0101142, 0.384805)
(0.0103754, 0.682715)
(0.0104003, 0.94173)
(0.0105996, 0.763504)
(0.0108029, 0.845342)
(0.0115136, 0.982339)
(0.012356, 0.868293)
(0.0123756, 0.196889)
(0.0126805, 0.995236)
(0.0126974, 0.472365)
(0.0132464, 0.211467)
(0.0133464, 0.328506)
(0.0134282, 0.612765)
(0.0134644, 0.831236)
(0.0136356, 0.0902944)
(0.0136863, 0.543402)
(0.0138399, 0.117588)
(0.0139418, 0.296381)
(0.0139736, 0.917619)
(0.0147071, 0.151492)
(0.0147209, 0.312084)
(0.0148229, 0.992509)
(0.014926, 0.353284)
(0.0150053, 0.754836)
(0.0155495, 0.821996)
(0.0155782, 0.596109)
(0.0165285, 0.301814)
(0.0165397, 0.306818)
(0.0172366, 0.89826)
(0.0177485, 0.0235042)
(0.0177942, 0.55751)
(0.0183848, 0.991926)
(0.0184583, 0.917595)
(0.0184612, 0.85766)
(0.0185739, 0.447299)
(0.0186878, 0.469636)
(0.0187888, 0.307648)
(0.0189841, 0.476808)
(0.0191632, 0.236747)
(0.019454, 0.303094)
(0.0195084, 0.64691)
(0.0197881, 0.0258478)
(0.0198077, 0.2524)
(0.0199875, 0.886317)
(0.0201497, 0.551435)
(0.0203868, 0.294532)
(0.0207582, 0.897851)
(0.0218825, 0.105318)
(0.0222258, 0.279107)
(0.0223148, 0.195761)
(0.0224154, 0.789246)
(0.0226513, 0.804817)
(0.0228573, 0.505307)
(0.0228982, 0.73743)
(0.0233709, 0.812015)
(0.0237663, 0.0707381)
(0.0247758, 0.245728)
(0.0250851, 0.186355)
(0.0253457, 0.470264)
(0.0258096, 0.316362)
(0.0258415, 0.480956)
(0.026278, 0.689686)
(0.0263536, 0.465369)
(0.0265282, 0.173251)
(0.0266895, 0.0203941)
(0.0268015, 0.120996)
(0.026915, 0.761873)
(0.027288, 0.469289)
(0.0274076, 0.19649)
(0.0275867, 0.4074)
(0.0280765, 0.45048)
(0.0283219, 0.386848)
(0.028353, 0.766268)
(0.0284477, 0.88005)
(0.0288383, 0.293283)
(0.0289293, 0.66695)
(0.028968, 0.663476)
(0.0290512, 0.362422)
(0.0293991, 0.492612)
(0.0296122, 0.299926)
(0.0297393, 0.946007)
(0.029862, 0.0408883)
(0.0299256, 0.324362)
(0.0307134, 0.0324484)
(0.0311357, 0.982458)
(0.0315391, 0.12339)
(0.0319995, 0.560784)
(0.0320921, 0.0714552)
(0.0321087, 0.428443)
(0.0322126, 0.433434)
(0.0322986, 0.180312)
(0.0323882, 0.221696)
(0.0324864, 0.865011)
(0.0326838, 0.734837)
(0.0326863, 0.945674)
(0.032885, 0.00463348)
(0.0331276, 0.481937)
(0.0331722, 0.649417)
(0.0333047, 0.818996)
(0.0334616, 0.267101)
(0.0341157, 0.884067)
(0.034156, 0.136626)
(0.0343487, 0.0370753)
(0.0343663, 0.875702)
(0.034421, 0.568218)
(0.0344849, 0.64682)
(0.0344891, 0.157536)
(0.0346215, 0.712295)
(0.0354429, 0.151924)
(0.0355966, 0.252399)
(0.0367829, 0.00732566)
(0.0370198, 0.949539)
(0.0372956, 0.773848)
(0.0376674, 0.387609)
(0.0377206, 0.669679)
(0.0377705, 0.167773)
(0.0379339, 0.140854)
(0.0382674, 0.621196)
(0.0383752, 0.320673)
(0.0389043, 0.796415)
(0.0400996, 0.828591)
(0.040268, 0.890049)
(0.0402935, 0.633526)
(0.04044, 0.320195)
(0.0409167, 0.599548)
(0.0409679, 0.734065)
(0.041658, 0.626839)
(0.0417407, 0.0944673)
(0.0417527, 0.293644)
(0.0418306, 0.871608)
(0.0420523, 0.492758)
(0.042254, 0.910687)
(0.0425977, 0.29503)
(0.0427105, 0.516359)
(0.0433123, 0.134489)
(0.0434945, 0.574693)
(0.0437498, 0.786874)
(0.0440621, 0.680885)
(0.0440959, 0.479261)
(0.0444402, 0.453501)
(0.0449267, 0.461193)
(0.0453385, 0.199447)
(0.0465212, 0.103407)
(0.0474289, 0.821408)
(0.0476079, 0.305422)
(0.0476588, 0.0756522)
(0.0478843, 0.289258)
(0.0480654, 0.894462)
(0.0480723, 0.863103)
(0.0483358, 0.0304028)
(0.0486554, 0.599728)
(0.0487241, 0.683777)
(0.0487842, 0.690358)
(0.0493306, 0.0335261)
(0.0494811, 0.147216)
(0.04963, 0.34797)
(0.0496593, 0.948061)
(0.0501379, 0.376617)
(0.0504704, 0.434596)
(0.0507042, 0.790851)
(0.050846, 0.158357)
(0.0511976, 0.268279)
(0.0512382, 0.18518)
(0.0516398, 0.994262)
(0.0518625, 0.83495)
(0.0518725, 0.793399)
(0.0524001, 0.737316)
(0.0525143, 0.928058)
(0.0527098, 0.0199037)
(0.0528039, 0.0721287)
(0.0530821, 0.977054)
(0.0532383, 0.782391)
(0.053662, 0.465217)
(0.0537305, 0.29335)
(0.0537641, 0.806713)
(0.0543638, 0.415289)
(0.0546624, 0.311748)
(0.0547255, 0.0157021)
(0.0549978, 0.559114)
(0.0550195, 0.494425)
(0.0552855, 0.553602)
(0.0557187, 0.0794134)
(0.0563951, 0.935892)
(0.056816, 0.535844)
(0.0571722, 0.891424)
(0.0573882, 0.356301)
(0.057438, 0.595803)
(0.058128, 0.0682222)
(0.0584813, 0.847428)
(0.0593811, 0.90059)
(0.0593899, 0.845893)
(0.0599007, 0.496403)
(0.0601338, 0.309666)
(0.0602026, 0.844141)
(0.0612223, 0.730763)
(0.0615062, 0.855066)
(0.061978, 0.498618)
(0.0622456, 0.709295)
(0.0625734, 0.139815)
(0.0626572, 0.947881)
(0.0628061, 0.821009)
(0.0630342, 0.338596)
(0.0631284, 0.610053)
(0.063334, 0.113396)
(0.063453, 0.956786)
(0.0635722, 0.482772)
(0.0636191, 0.701309)
(0.0637279, 0.530856)
(0.0642116, 0.535587)
(0.0642731, 0.611319)
(0.064446, 0.869358)
(0.0646058, 0.725162)
(0.0649863, 0.505698)
(0.0649989, 0.798774)
(0.0652402, 0.951342)
(0.0653839, 0.358722)
(0.0659216, 0.490599)
(0.0665206, 0.645559)
(0.0669058, 0.580075)
(0.0673414, 0.475111)
(0.0679604, 0.577568)
(0.0680244, 0.18044)
(0.0686032, 0.564476)
(0.0687727, 0.884808)
(0.0688339, 0.225638)
(0.0691788, 0.724004)
(0.0694414, 0.491848)
(0.0697516, 0.893088)
(0.0704946, 0.481294)
(0.0705202, 0.764952)
(0.0709123, 0.580099)
(0.0709481, 0.926143)
(0.0710352, 0.215359)
(0.0710436, 0.00468962)
(0.0711013, 0.838157)
(0.0720472, 0.568398)
(0.0722128, 0.585994)
(0.0723781, 0.628247)
(0.0726789, 0.70645)
(0.0737434, 0.693539)
(0.0742778, 0.16236)
(0.0742921, 0.771275)
(0.0743541, 0.555277)
(0.0747332, 0.98494)
(0.074999, 0.571183)
(0.0750438, 0.752834)
(0.0757648, 0.0951351)
(0.0757815, 0.217092)
(0.0758368, 0.705526)
(0.0758658, 0.812765)
(0.0760325, 0.266779)
(0.0761012, 0.653953)
(0.0761593, 0.268369)
(0.0763734, 0.436057)
(0.0763866, 0.288573)
(0.076461, 0.550543)
(0.0767472, 0.916461)
(0.0768656, 0.123589)
(0.0769399, 0.426446)
(0.0775959, 0.493568)
(0.0776088, 0.1516)
(0.0782638, 0.666584)
(0.0783803, 0.961947)
(0.0784533, 0.645373)
(0.0785238, 0.941709)
(0.0788201, 0.530117)
(0.0789823, 0.43205)
(0.0791024, 0.199906)
(0.0795325, 0.709787)
(0.0809478, 0.274142)
(0.080972, 0.805549)
(0.0819016, 0.193893)
(0.0819027, 0.810545)
(0.0820678, 0.430723)
(0.0821511, 0.0433715)
(0.0821817, 0.706735)
(0.0824037, 0.400565)
(0.0824343, 0.119254)
(0.0831568, 0.922205)
(0.0831905, 0.315204)
(0.0833506, 0.874638)
(0.0834051, 0.655149)
(0.0850041, 0.284938)
(0.0850645, 0.527669)
(0.0851928, 0.536273)
(0.0852604, 0.0227379)
(0.0856196, 0.751861)
(0.0857434, 0.312171)
(0.0858486, 0.422219)
(0.0861328, 0.678756)
(0.0864018, 0.122538)
(0.0866023, 0.463517)
(0.0870393, 0.544248)
(0.0872529, 0.572234)
(0.0878532, 0.345579)
(0.0879898, 0.375806)
(0.0882047, 0.586909)
(0.088544, 0.397643)
(0.0886039, 0.962627)
(0.0888587, 0.958612)
(0.0888712, 0.831635)
(0.0889317, 0.783238)
(0.0891292, 0.473595)
(0.0891679, 0.12093)
(0.0891855, 0.570946)
(0.0893139, 0.791937)
(0.0895067, 0.226696)
(0.0895466, 0.139013)
(0.0897676, 0.197388)
(0.0900819, 0.0260336)
(0.0903676, 0.929067)
(0.0906491, 0.985848)
(0.0907441, 0.903273)
(0.0911848, 0.996549)
(0.0912742, 0.487898)
(0.0915019, 0.219113)
(0.0920544, 0.67462)
(0.0921561, 0.0996636)
(0.0927899, 0.587837)
(0.0934287, 0.67068)
(0.0937407, 0.0654777)
(0.0942234, 0.816354)
(0.0947751, 0.712389)
(0.0950199, 0.0561207)
(0.095308, 0.546506)
(0.0954348, 0.602702)
(0.0957201, 0.976068)
(0.0962953, 0.326757)
(0.0963975, 0.907442)
(0.0969214, 0.188648)
(0.0969624, 0.00106046)
(0.097184, 0.767548)
(0.0973223, 0.198093)
(0.0973831, 0.314281)
(0.0977439, 0.105547)
(0.0977689, 0.196391)
(0.0985069, 0.220865)
(0.0987242, 0.827991)
(0.098839, 0.36678)
(0.0994732, 0.280115)
(0.0994779, 0.675057)
(0.0995243, 0.328743)
(0.100596, 0.636807)
(0.10062, 0.96653)
(0.100635, 0.144503)
(0.101119, 0.398679)
(0.101406, 0.29537)
(0.101584, 0.28544)
(0.101772, 0.252786)
(0.10181, 0.884253)
(0.102027, 0.220392)
(0.102067, 0.99291)
(0.102258, 0.936238)
(0.102527, 0.318188)
(0.103156, 0.441205)
(0.103376, 0.807158)
(0.103394, 0.673415)
(0.103798, 0.275098)
(0.103821, 0.583913)
(0.103881, 0.0347767)
(0.104928, 0.0453174)
(0.105102, 0.0151071)
(0.105769, 0.118941)
(0.105825, 0.75882)
(0.105832, 0.957211)
(0.105993, 0.128569)
(0.10632, 0.0999111)
(0.106423, 0.215449)
(0.106504, 0.95454)
(0.107093, 0.886789)
(0.10752, 0.0386868)
(0.107655, 0.794248)
(0.107738, 0.0941473)
(0.108182, 0.634314)
(0.108239, 0.316985)
(0.108467, 0.931516)
(0.108498, 0.530362)
(0.109123, 0.0333278)
(0.109384, 0.00455874)
(0.109423, 0.119915)
(0.10964, 0.0970529)
(0.109843, 0.542435)
(0.110014, 0.128467)
(0.110724, 0.470775)
(0.110792, 0.661041)
(0.110834, 0.379003)
(0.11115, 0.539506)
(0.111531, 0.0569888)
(0.111903, 0.64652)
(0.112268, 0.608587)
(0.112897, 0.0587321)
(0.113287, 0.500417)
(0.113551, 0.409867)
(0.113821, 0.865405)
(0.113831, 0.296272)
(0.113932, 0.919631)
(0.11477, 0.620327)
(0.11493, 0.19189)
(0.115299, 0.417011)
(0.115834, 0.203552)
(0.115933, 0.0299397)
(0.115997, 0.254343)
(0.116037, 0.0424563)
(0.116144, 0.223358)
(0.116161, 0.125466)
(0.11618, 0.250804)
(0.116232, 0.547899)
(0.116414, 0.638612)
(0.11683, 0.626498)
(0.116847, 0.111727)
(0.117244, 0.715214)
(0.118132, 0.696059)
(0.118321, 0.854419)
(0.118363, 0.428332)
(0.118964, 0.538577)
(0.118976, 0.807927)
(0.119063, 0.595836)
(0.119302, 0.356471)
(0.119695, 0.618168)
(0.119773, 0.109562)
(0.120107, 0.976467)
(0.120343, 0.622106)
(0.120366, 0.246824)
(0.120888, 0.611768)
(0.121312, 0.86316)
(0.121337, 0.457032)
(0.121648, 0.420887)
(0.121803, 0.00641826)
(0.121836, 0.155318)
(0.121861, 0.657908)
(0.122664, 0.926151)
(0.122702, 0.514081)
(0.123856, 0.482745)
(0.123876, 0.667376)
(0.124416, 0.512775)
(0.124675, 0.4769)
(0.12487, 0.115192)
(0.125019, 0.456812)
(0.125271, 0.995264)
(0.125466, 0.423804)
(0.12548, 0.504384)
(0.125549, 0.889068)
(0.125552, 0.683102)
(0.125665, 0.150517)
(0.125812, 0.274652)
(0.126053, 0.0523538)
(0.126357, 0.426063)
(0.126613, 0.990917)
(0.126927, 0.942843)
(0.127166, 0.943085)
(0.127179, 0.576653)
(0.127482, 0.835781)
(0.127693, 0.522346)
(0.127748, 0.259179)
(0.128651, 0.0769436)
(0.128947, 0.120857)
(0.129074, 0.0175268)
(0.129104, 0.129433)
(0.129335, 0.929062)
(0.129521, 0.300574)
(0.129823, 0.9165)
(0.129863, 0.319439)
(0.130275, 0.889866)
(0.130475, 0.793273)
(0.130523, 0.725154)
(0.130561, 0.508266)
(0.130743, 0.101911)
(0.130911, 0.844526)
(0.131034, 0.337336)
(0.131324, 0.384692)
(0.131597, 0.19609)
(0.131613, 0.993321)
(0.131677, 0.779395)
(0.131871, 0.463472)
(0.131874, 0.106299)
(0.13225, 0.797371)
(0.132328, 0.0377686)
(0.13244, 0.385139)
(0.132765, 0.255714)
(0.133494, 0.447068)
(0.133759, 0.461781)
(0.133932, 0.425363)
(0.133933, 0.335917)
(0.133996, 0.97634)
(0.134211, 0.136732)
(0.134352, 0.0147941)
(0.134689, 0.0647179)
(0.134767, 0.964308)
(0.134816, 0.115181)
(0.134987, 0.602901)
(0.135368, 0.593403)
(0.135564, 0.460523)
(0.135607, 0.338588)
(0.135786, 0.14287)
(0.136156, 0.282237)
(0.136447, 0.248232)
(0.136618, 0.224353)
(0.136783, 0.156173)
(0.137094, 0.681607)
(0.13711, 0.722304)
(0.137724, 0.799783)
(0.137853, 0.0778824)
(0.1379, 0.578055)
(0.138271, 0.512415)
(0.138326, 0.22016)
(0.138342, 0.166673)
(0.13839, 0.426656)
(0.138608, 0.90442)
(0.138713, 0.547936)
(0.139465, 0.123097)
(0.140024, 0.244374)
(0.140152, 0.370875)
(0.140373, 0.895201)
(0.140462, 0.603628)
(0.140866, 0.848093)
(0.141377, 0.200849)
(0.141459, 0.211104)
(0.141681, 0.806978)
(0.141726, 0.969077)
(0.141998, 0.98564)
(0.14214, 0.816637)
(0.1423, 0.16374)
(0.142505, 0.922514)
(0.142711, 0.758666)
(0.143372, 0.956806)
(0.143581, 0.241127)
(0.143718, 0.805561)
(0.143874, 0.268918)
(0.144005, 0.133027)
(0.144187, 0.99429)
(0.144406, 0.3268)
(0.144961, 0.969157)
(0.145154, 0.783838)
(0.146, 0.775558)
(0.146116, 0.0669868)
(0.146409, 0.457948)
(0.147011, 0.826686)
(0.147203, 0.245302)
(0.147606, 0.557119)
(0.148029, 0.757919)
(0.148177, 0.0593261)
(0.148391, 0.620278)
(0.148471, 0.634546)
(0.148489, 0.630399)
(0.148725, 0.672778)
(0.149102, 0.411316)
(0.149151, 0.590232)
(0.149431, 0.148501)
(0.149631, 0.643253)
(0.149942, 0.826174)
(0.15005, 0.328703)
(0.150062, 0.20582)
(0.150465, 0.528279)
(0.150493, 0.429131)
(0.150548, 0.639126)
(0.150928, 0.309895)
(0.151362, 0.437268)
(0.151385, 4.33619e-05)
(0.151465, 0.925281)
(0.151693, 0.566908)
(0.152636, 0.697297)
(0.152697, 0.672893)
(0.152893, 0.859855)
(0.152951, 0.80432)
(0.153086, 0.262323)
(0.153746, 0.380062)
(0.154217, 0.813918)
(0.154414, 0.799901)
(0.154458, 0.282719)
(0.154807, 0.272144)
(0.154896, 0.774144)
(0.155105, 0.83814)
(0.155401, 0.562215)
(0.155751, 0.81261)
(0.155887, 0.0276703)
(0.15599, 0.487813)
(0.156363, 0.672129)
(0.156416, 0.542392)
(0.156604, 0.750064)
(0.156727, 0.374181)
(0.157031, 0.839887)
(0.157904, 0.999063)
(0.158065, 0.753315)
(0.158241, 0.615022)
(0.158315, 0.879294)
(0.158353, 0.720304)
(0.158366, 0.815304)
(0.158371, 0.578798)
(0.158412, 0.185068)
(0.158419, 0.813353)
(0.158986, 0.358318)
(0.159324, 0.585047)
(0.159456, 0.221196)
(0.159614, 0.723737)
(0.159634, 0.114098)
(0.15977, 0.441336)
(0.160157, 0.674806)
(0.160693, 0.233126)
(0.160732, 0.341653)
(0.160891, 0.397138)
(0.161557, 0.188626)
(0.161701, 0.165655)
(0.161935, 0.800463)
(0.161972, 0.0549515)
(0.162121, 0.196316)
(0.162245, 0.146247)
(0.162985, 0.954579)
(0.163107, 0.627739)
(0.163393, 0.671736)
(0.163519, 0.517833)
(0.163618, 0.879526)
(0.164096, 0.644551)
(0.164572, 0.454412)
(0.164725, 0.0665899)
(0.164835, 0.778993)
(0.16485, 0.0135284)
(0.166047, 0.438745)
(0.166336, 0.880066)
(0.166708, 0.353182)
(0.166759, 0.342095)
(0.16676, 0.546886)
(0.166968, 0.235121)
(0.167258, 0.685928)
